Expiry,Pay Date,Days,Notional,CapStrike,CapVols,Reset Rate,Hedge Ratio,Equiv. Coupon,Payment,Discount,Intrinsic PV,Time PV,PV,cap_id,T_i,T_iM1,tau_i
2024-08-30,2024-12-03,91,10000000,2.37617,,3.49,0.0,1.1138,28155.2,0.991428,27913.87,0.0,27913.87,1,0.2638888888888889,0.0,0.2638888888888889
2024-11-29,2025-03-03,90,10000000,2.37617,27.43,3.09406,0.97,0.7212,18030.32,0.983946,17659.13,81.73,17740.86,1,0.5138888888888888,0.2527777777777777,0.261111111111111
2025-02-27,2025-06-03,92,10000000,2.37617,28.1,2.67656,0.76,0.3823,9769.9,0.977475,7503.77,2046.07,9549.84,1,0.7694444444444445,0.5027777777777778,0.2666666666666667
2025-05-30,2025-09-03,92,10000000,2.37617,29.51,2.3779,0.55,0.2405,6145.88,0.971753,42.94,5929.34,5972.28,1,1.025,0.7583333333333333,0.2666666666666666
2025-09-01,2025-12-03,91,10000000,2.37617,34.97,2.25349,0.51,0.2628,6642.1,0.966554,0.0,6419.95,6419.95,1,1.2777777777777777,1.0194444444444444,0.2583333333333333
2025-12-01,2026-03-03,90,10000000,2.37617,35.89,2.17676,0.49,0.2699,6747.87,0.96144,0.0,6487.67,6487.67,1,1.5277777777777777,1.272222222222222,0.2555555555555555
2026-02-27,2026-06-03,92,10000000,2.37617,39.55,2.14709,0.51,0.3255,8317.43,0.956425,0.0,7955.0,7955.0,1,1.7833333333333334,1.5166666666666666,0.2666666666666668
2026-06-01,2026-09-03,92,10000000,2.37617,39.85,2.14039,0.52,0.3596,9188.85,0.95144,0.0,8742.64,8742.64,1,2.0388888888888888,1.7777777777777777,0.261111111111111
2026-09-01,2026-12-03,91,10000000,2.37617,41.06,2.22596,0.56,0.4531,11452.22,0.946437,0.0,10838.81,10838.81,1,2.2916666666666665,2.033333333333333,0.2583333333333333
2026-12-01,2027-03-03,90,10000000,2.37617,40.97,2.24025,0.57,0.4909,12272.78,0.941515,0.0,11555.01,11555.01,1,2.5416666666666665,2.286111111111111,0.2555555555555555
2027-03-01,2027-06-03,92,10000000,2.37617,41.04,2.24039,0.58,0.5206,13303.8,0.93651,0.0,12459.13,12459.13,1,2.797222222222222,2.536111111111111,0.261111111111111
2027-06-01,2027-09-03,92,10000000,2.37617,40.83,2.24039,0.58,0.5454,13937.09,0.931531,0.0,12982.83,12982.83,1,3.0527777777777776,2.7916666666666665,0.261111111111111
2027-09-01,2027-12-03,91,10000000,2.37617,40.34,2.26684,0.59,0.5803,14668.4,0.926429,0.0,13589.24,13589.24,1,3.305555555555556,3.047222222222222,0.2583333333333333
2027-12-01,2028-03-03,91,10000000,2.37617,40.4,2.26684,0.6,0.606,15317.79,0.921348,0.0,14113.02,14113.02,1,3.558333333333333,3.3,0.2583333333333333
2028-03-01,2028-06-05,94,10000000,2.37617,40.47,2.26705,0.6,0.6309,16473.11,0.916129,0.0,15091.5,15091.5,1,3.8194444444444446,3.5527777777777776,0.266666666666667
2028-06-01,2028-09-04,91,10000000,2.37617,40.32,2.26777,0.6,0.652,16480.26,0.911105,0.0,15015.25,15015.25,1,4.072222222222222,3.808333333333333,0.2638888888888888
2028-08-31,2028-12-04,91,10000000,2.37617,39.31,2.34563,0.62,0.7061,17849.35,0.905943,0.0,16170.5,16170.5,1,4.325,4.061111111111111,0.2638888888888893
2028-11-30,2029-03-05,91,10000000,2.37617,39.32,2.34563,0.62,0.7274,18387.7,0.900809,0.0,16563.81,16563.81,1,4.5777777777777775,4.313888888888889,0.2638888888888884
2029-03-01,2029-06-04,91,10000000,2.37617,39.39,2.3457,0.62,0.749,18932.37,0.895704,0.0,16957.79,16957.79,1,4.830555555555556,4.566666666666666,0.2638888888888893
2029-05-31,2029-09-03,91,10000000,2.37617,39.33,2.34578,0.62,0.7677,19404.77,0.890627,0.0,17282.42,17282.42,1,5.083333333333333,4.819444444444445,0.2638888888888884
2029-08-30,2029-12-03,91,10000000,2.37617,39.19,2.35242,0.62,0.7884,19930.17,0.885442,0.0,17647.02,17647.02,1,5.336111111111111,5.072222222222222,0.2638888888888893
2029-11-29,2030-03-04,91,10000000,2.37617,39.25,2.35242,0.62,0.808,20424.56,0.880286,0.0,17979.45,17979.45,1,5.588888888888889,5.325,0.2638888888888884
2030-02-28,2030-06-03,91,10000000,2.37617,39.31,2.3525,0.62,0.8273,20913.05,0.875159,0.0,18302.25,18302.25,1,5.841666666666667,5.5777777777777775,0.2638888888888893
2030-05-30,2030-09-03,92,10000000,2.37617,38.87,2.3525,0.62,0.8359,21360.9,0.870007,0.0,18584.13,18584.13,1,6.097222222222222,5.830555555555556,0.2666666666666666
2030-08-30,2030-12-03,91,10000000,2.37617,36.63,2.53234,0.64,0.9294,23494.4,0.864736,3413.68,16902.77,20316.45,1,6.35,6.086111111111111,0.2638888888888884
2030-11-29,2031-03-03,90,10000000,2.37617,36.59,2.53225,0.64,0.9447,23617.59,0.859552,3354.02,16946.52,20300.54,1,6.6,6.338888888888889,0.261111111111111
2031-02-27,2031-06-03,92,10000000,2.37617,36.64,2.53243,0.64,0.9617,24575.93,0.854284,3411.42,17583.41,20994.83,1,6.855555555555555,6.588888888888889,0.2666666666666666
2031-05-30,2031-09-03,92,10000000,2.37617,36.65,2.53243,0.64,0.9776,24983.94,0.849049,3390.52,17822.08,21212.59,1,7.111111111111111,6.844444444444444,0.2666666666666666
2031-09-01,2031-12-03,91,10000000,2.37617,36.43,2.55681,0.64,1.0055,25417.21,0.843766,3852.8,17593.38,21446.18,1,7.363888888888889,7.105555555555555,0.2583333333333337
2031-12-01,2032-03-03,91,10000000,2.37617,36.48,2.55681,0.64,1.0214,25819.68,0.838515,3828.82,17821.36,21650.19,1,7.616666666666666,7.358333333333333,0.2583333333333328
2032-03-01,2032-06-03,92,10000000,2.37617,36.53,2.5569,0.63,1.0373,26508.09,0.833239,3848.47,18239.09,22087.56,1,7.872222222222222,7.611111111111111,0.261111111111111
2032-06-01,2032-09-03,92,10000000,2.37617,36.31,2.5569,0.63,1.0465,26743.2,0.827996,3824.26,18319.0,22143.25,1,8.127777777777778,7.866666666666666,0.2611111111111119
2032-09-01,2032-12-03,91,10000000,2.37617,35.26,2.64637,0.64,1.0996,27794.71,0.822656,5618.75,17246.73,22865.48,1,8.380555555555556,8.122222222222222,0.2583333333333346
2032-12-01,2033-03-03,90,10000000,2.37617,35.3,2.64627,0.63,1.114,27849.03,0.817402,5519.53,17244.31,22763.85,1,8.630555555555556,8.375,0.2555555555555564
2033-03-01,2033-06-03,92,10000000,2.37617,35.35,2.64646,0.63,1.1284,28837.62,0.812066,5609.39,17808.67,23418.05,1,8.886111111111111,8.625,0.261111111111111
2033-06-01,2033-09-05,94,10000000,2.37617,34.92,2.64666,0.63,1.1308,29527.4,0.80665,5697.19,18121.09,23818.28,1,9.147222222222222,8.880555555555556,0.2666666666666657
2033-09-01,2033-12-05,91,10000000,2.37617,34.0,2.70719,0.63,1.164,29422.56,0.801287,6704.87,16871.04,23575.91,1,9.4,9.136111111111113,0.2638888888888893
2033-12-01,2034-03-03,88,10000000,2.37617,34.0,2.70719,0.63,1.1764,28756.84,0.796133,6442.12,16452.14,22894.26,1,9.644444444444444,9.38888888888889,0.2555555555555546
2034-03-01,2034-06-05,94,10000000,2.37617,34.04,2.7075,0.62,1.1897,31064.13,0.790664,6840.38,17720.91,24561.28,1,9.905555555555557,9.63888888888889,0.2666666666666657
2034-06-01,2034-09-04,91,10000000,2.37617,33.7,2.70801,0.62,1.1928,30151.84,0.785405,6588.25,17093.15,23681.41,1,10.158333333333331,9.894444444444444,0.2638888888888893
2034-08-31,2034-12-04,91,10000000,2.37617,32.82,2.77328,0.62,1.2289,31063.61,0.780145,7831.18,16402.92,24234.1,1,10.411111111111111,10.147222222222222,0.2638888888888893
2034-11-30,2035-03-05,91,10000000,2.37617,32.82,2.77328,0.62,1.2402,31349.69,0.774919,7778.73,16514.74,24293.46,1,10.66388888888889,10.4,0.2638888888888893
2035-03-01,2035-06-04,91,10000000,2.37617,32.86,2.77339,0.61,1.2526,31662.84,0.769728,7728.69,16643.08,24371.78,1,10.916666666666666,10.65277777777778,0.2638888888888875
2035-05-31,2035-09-03,91,10000000,2.37617,32.93,2.77361,0.61,1.2657,31993.64,0.764572,7681.27,16780.17,24461.44,1,11.169444444444444,10.905555555555557,0.2638888888888893
2035-08-30,2035-12-03,91,10000000,2.37617,32.83,2.79398,0.61,1.2892,32588.05,0.759249,8018.71,16723.75,24742.46,1,11.422222222222222,11.158333333333331,0.2638888888888893
2035-11-29,2036-03-03,91,10000000,2.37617,32.86,2.79398,0.61,1.3009,32884.17,0.753961,7962.86,16830.54,24793.4,1,11.675,11.411111111111111,0.2638888888888893
2036-02-28,2036-06-03,92,10000000,2.37617,32.9,2.79409,0.6,1.3127,33547.67,0.748653,7995.75,17119.81,25115.56,1,11.930555555555555,11.66388888888889,0.2666666666666657
2036-05-30,2036-09-03,92,10000000,2.37617,31.9,2.79409,0.6,1.2932,33048.9,0.743382,7939.45,16628.49,24567.95,1,12.186111111111112,11.919444444444444,0.2666666666666675
2036-09-01,2036-12-03,91,10000000,2.37617,31.31,2.72977,0.59,1.2375,31282.29,0.738255,6598.73,16495.58,23094.31,1,12.438888888888888,12.180555555555555,0.2583333333333328
2036-12-01,2037-03-03,90,10000000,2.37617,31.33,2.72967,0.59,1.2479,31196.67,0.73322,6479.82,16394.22,22874.03,1,12.688888888888888,12.433333333333334,0.2555555555555546
2037-02-27,2037-06-03,92,10000000,2.37617,31.36,2.72987,0.59,1.2583,32156.21,0.728109,6581.48,16831.75,23413.23,1,12.944444444444445,12.677777777777775,0.2666666666666675
2037-06-01,2037-09-03,92,10000000,2.37617,31.4,2.72987,0.59,1.2692,32434.6,0.723034,6535.6,16915.7,23451.3,1,13.2,12.938888888888888,0.261111111111111
2037-09-01,2037-12-03,91,10000000,2.37617,31.44,2.72977,0.58,1.2797,32348.22,0.718048,6418.12,16809.46,23227.57,1,13.452777777777778,13.194444444444445,0.2583333333333328
2037-12-01,2038-03-03,90,10000000,2.37617,31.47,2.72967,0.58,1.29,32250.42,0.713151,6302.46,16696.96,22999.42,1,13.702777777777778,13.447222222222225,0.2555555555555546
2038-03-01,2038-06-03,92,10000000,2.37617,31.5,2.72987,0.58,1.3002,33228.61,0.70818,6401.34,17130.49,23531.83,1,13.958333333333334,13.697222222222225,0.261111111111111
2038-06-01,2038-09-03,92,10000000,2.37617,31.54,2.72987,0.57,1.3105,33491.61,0.703243,6356.72,17196.03,23552.74,1,14.213888888888889,13.952777777777778,0.261111111111111
2038-09-01,2038-12-03,91,10000000,2.37617,31.58,2.72977,0.57,1.3207,33383.22,0.698394,6242.44,17072.2,23314.64,1,14.466666666666669,14.208333333333334,0.2583333333333328
2038-12-01,2039-03-03,90,10000000,2.37617,31.61,2.72967,0.57,1.3306,33264.99,0.693631,6129.95,16943.68,23073.63,1,14.716666666666669,14.46111111111111,0.2555555555555564
2039-03-01,2039-06-03,92,10000000,2.37617,31.65,2.72987,0.56,1.3405,34257.71,0.688796,6226.12,17370.44,23596.56,1,14.97222222222222,14.71111111111111,0.261111111111111
2039-06-01,2039-09-05,94,10000000,2.37617,31.1,2.73008,0.56,1.3319,34777.82,0.68389,6319.86,17464.35,23784.21,1,15.233333333333333,14.966666666666669,0.2666666666666657
2039-09-01,2039-12-05,91,10000000,2.37617,32.56,2.4846,0.56,1.2011,30361.95,0.679716,1863.02,18774.49,20637.51,1,15.48611111111111,15.22222222222222,0.2638888888888893
2039-12-01,2040-03-05,91,10000000,2.37617,32.67,2.4846,0.55,1.2128,30655.77,0.675573,1851.67,18858.56,20710.23,1,15.738888888888887,15.475,0.2638888888888893
2040-03-01,2040-06-04,91,10000000,2.37617,32.71,2.48468,0.55,1.2222,30895.4,0.671456,1841.83,18903.07,20744.9,1,15.991666666666667,15.727777777777778,0.2638888888888893
2040-05-31,2040-09-03,91,10000000,2.37617,32.74,2.48468,0.55,1.2316,31131.47,0.667364,1830.61,18945.41,20776.02,1,16.244444444444444,15.980555555555556,0.2638888888888875
2040-08-30,2040-12-03,91,10000000,2.37617,32.78,2.4846,0.55,1.2408,31364.05,0.663296,1818.02,18985.64,20803.66,1,16.497222222222224,16.233333333333334,0.2638888888888893
2040-11-29,2041-03-04,91,10000000,2.37617,32.82,2.4846,0.54,1.25,31596.5,0.659254,1806.94,19023.17,20830.11,1,16.75,16.48611111111111,0.2638888888888893
2041-02-28,2041-06-03,91,10000000,2.37617,32.86,2.48468,0.54,1.2592,31828.87,0.655236,1797.34,19058.07,20855.41,1,17.002777777777776,16.738888888888887,0.2638888888888893
2041-05-30,2041-09-03,92,10000000,2.37617,32.9,2.48468,0.54,1.2682,32409.38,0.651199,1805.9,19299.04,21104.94,1,17.258333333333333,16.991666666666667,0.2666666666666657
2041-08-30,2041-12-03,91,10000000,2.37617,32.95,2.4846,0.53,1.2772,32285.7,0.64723,1773.98,19122.29,20896.27,1,17.511111111111113,17.247222222222224,0.2638888888888893
2041-11-29,2042-03-03,90,10000000,2.37617,32.99,2.48451,0.53,1.2861,32153.22,0.643328,1742.53,18942.54,20685.08,1,17.761111111111113,17.5,0.2611111111111128
2042-02-27,2042-06-03,92,10000000,2.37617,33.03,2.48468,0.53,1.295,33093.95,0.639364,1773.08,19386.01,21159.09,1,18.016666666666666,17.75,0.2666666666666657
2042-09-01,2042-12-03,91,10000000,2.37617,33.11,2.4846,0.52,1.3128,33185.76,0.631552,1731.01,19227.53,20958.54,1,18.525,18.266666666666666,0.2583333333333328
2042-05-30,2042-09-03,92,10000000,2.37617,33.07,2.48468,0.52,1.3039,33321.03,0.635425,1762.15,19410.86,21173.02,1,18.272222222222226,18.005555555555556,0.2666666666666657
2042-12-01,2043-03-03,90,10000000,2.37617,33.16,2.48451,0.52,1.3215,33037.13,0.627745,1700.33,19038.58,20738.9,1,18.775,18.51944444444445,0.2555555555555528
2043-06-01,2043-09-03,92,10000000,2.37617,33.24,2.48468,0.51,1.3387,34212.2,0.620033,1719.47,19493.24,21212.7,1,19.28611111111111,19.025,0.2611111111111128
2043-09-01,2043-12-03,91,10000000,2.37617,33.28,2.4846,0.51,1.3473,34057.23,0.616254,1689.08,19298.84,20987.92,1,19.538888888888888,19.280555555555555,0.2583333333333328
2043-02-27,2043-06-03,92,10000000,2.37617,33.19,2.48468,0.51,1.3299,33986.45,0.623877,1730.13,19473.25,21203.38,1,19.030555555555555,18.76388888888889,0.2666666666666657
2043-12-01,2044-03-03,91,10000000,2.37617,33.33,2.4846,0.5,1.3558,34270.94,0.612499,1678.79,19312.11,20990.9,1,19.791666666666668,19.53333333333333,0.2583333333333328
2044-03-01,2044-06-03,92,10000000,2.37617,33.37,2.48468,0.5,1.3642,34863.14,0.608725,1688.11,19533.94,21222.05,1,20.04722222222222,19.78611111111111,0.2611111111111093
2044-06-01,2044-09-05,94,10000000,2.37617,32.38,2.48486,0.5,1.3388,34956.32,0.604893,1716.65,19428.18,21144.83,1,20.308333333333334,20.041666666666668,0.2666666666666657
2044-09-01,2044-12-05,91,10000000,2.37617,36.23,2.02202,0.52,1.1084,28017.16,0.601807,0.0,16860.94,16860.94,1,20.56111111111111,20.29722222222222,0.2638888888888893
2044-12-01,2045-03-03,88,10000000,2.37617,36.49,2.02202,0.52,1.122,27427.56,0.598845,0.0,16424.86,16424.86,1,20.80555555555556,20.55,0.2555555555555564
2045-03-01,2045-06-05,94,10000000,2.37617,36.55,2.02219,0.51,1.1299,29501.8,0.595697,0.0,17574.13,17574.13,1,21.066666666666663,20.8,0.2666666666666657
2045-06-01,2045-09-04,91,10000000,2.37617,36.61,2.02208,0.51,1.1377,28758.96,0.592665,0.0,17044.43,17044.43,1,21.319444444444443,21.05555555555556,0.2638888888888857
2045-08-31,2045-12-04,91,10000000,2.37617,36.67,2.02202,0.51,1.1455,28954.43,0.589649,0.0,17072.94,17072.94,1,21.572222222222223,21.308333333333334,0.2638888888888893
2045-11-30,2046-03-05,91,10000000,2.37617,36.73,2.02202,0.5,1.1532,29149.9,0.586648,0.0,17100.72,17100.72,1,21.825,21.56111111111111,0.2638888888888893
2046-03-01,2046-06-04,91,10000000,2.37617,36.79,2.02208,0.5,1.1609,29345.35,0.583662,0.0,17127.76,17127.76,1,22.07777777777778,21.81388888888889,0.2638888888888893
2046-05-31,2046-09-03,91,10000000,2.37617,36.85,2.02208,0.5,1.1686,29538.57,0.580691,0.0,17152.79,17152.79,1,22.33055555555556,22.066666666666663,0.2638888888888893
2046-08-30,2046-12-03,91,10000000,2.37617,36.91,2.02202,0.5,1.1761,29729.59,0.577736,0.0,17175.85,17175.85,1,22.58333333333333,22.319444444444443,0.2638888888888893
2046-11-29,2047-03-04,91,10000000,2.37617,36.97,2.02202,0.49,1.1837,29920.68,0.574795,0.0,17198.27,17198.27,1,22.836111111111112,22.572222222222223,0.2638888888888893
2047-02-28,2047-06-03,91,10000000,2.37617,37.03,2.02208,0.49,1.1912,30111.85,0.57187,0.0,17220.05,17220.05,1,23.08888888888889,22.825,0.2638888888888893
2047-05-30,2047-09-03,92,10000000,2.37617,37.09,2.02208,0.49,1.1987,30633.21,0.568927,0.0,17428.07,17428.07,1,23.344444444444445,23.07777777777778,0.2666666666666657
2047-08-30,2047-12-03,91,10000000,2.37617,37.15,2.02202,0.49,1.2062,30489.58,0.566032,0.0,17258.06,17258.06,1,23.59722222222222,23.33333333333333,0.2638888888888893
2047-11-29,2048-03-03,91,10000000,2.37617,37.22,2.02202,0.48,1.2136,30676.6,0.563151,0.0,17275.55,17275.55,1,23.85,23.586111111111112,0.2638888888888893
2048-02-28,2048-06-03,92,10000000,2.37617,37.28,2.02208,0.48,1.221,31202.28,0.560253,0.0,17481.17,17481.17,1,24.105555555555554,23.83888888888889,0.2666666666666657
2048-06-01,2048-09-03,92,10000000,2.37617,37.35,2.02208,0.48,1.2285,31395.14,0.55737,0.0,17498.72,17498.72,1,24.36111111111111,24.1,0.2611111111111093
2048-09-01,2048-12-03,91,10000000,2.37617,37.41,2.02202,0.47,1.2359,31240.05,0.554534,0.0,17323.66,17323.66,1,24.613888888888887,24.355555555555554,0.2583333333333328
2048-12-01,2049-03-03,90,10000000,2.37617,37.48,2.02196,0.47,1.2431,31077.2,0.551742,0.0,17146.6,17146.6,1,24.863888888888887,24.60833333333333,0.2555555555555528
2049-03-01,2049-06-03,92,10000000,2.37617,37.54,2.02208,0.47,1.2502,31950.08,0.548903,0.0,17537.5,17537.5,1,25.119444444444444,24.85833333333333,0.2611111111111093
2049-06-01,2049-09-03,92,10000000,2.37617,36.07,2.02208,0.46,1.2138,31019.43,0.546079,0.0,16939.05,16939.05,1,25.375,25.113888888888887,0.2611111111111128
2049-09-01,2049-12-03,91,10000000,2.37617,38.09,1.78681,0.48,1.0884,27511.35,0.543551,0.0,14953.82,14953.82,1,25.627777777777776,25.369444444444444,0.2583333333333328
2049-12-01,2050-03-03,90,10000000,2.37617,38.18,1.78677,0.48,1.0957,27391.74,0.541071,0.0,14820.88,14820.88,1,25.877777777777776,25.622222222222224,0.2555555555555528
2050-03-01,2050-06-03,92,10000000,2.37617,38.25,1.78686,0.48,1.1023,28169.9,0.538547,0.0,15170.83,15170.83,1,26.133333333333333,25.872222222222224,0.2611111111111093
2050-06-01,2050-09-05,94,10000000,2.37617,38.32,1.78695,0.47,1.109,28956.9,0.535981,0.0,15520.36,15520.36,1,26.39444444444445,26.127777777777776,0.2666666666666692
2050-09-01,2050-12-05,91,10000000,2.37617,38.39,1.78681,0.47,1.1156,28198.96,0.533509,0.0,15044.39,15044.39,1,26.647222222222226,26.383333333333333,0.2638888888888893
2050-12-01,2051-03-03,88,10000000,2.37617,38.47,1.78681,0.47,1.1222,27431.17,0.531128,0.0,14569.47,14569.47,1,26.891666666666666,26.636111111111116,0.2555555555555528
2051-03-01,2051-06-05,94,10000000,2.37617,38.54,1.78695,0.47,1.1287,29470.39,0.528597,0.0,15577.97,15577.97,1,27.15277777777778,26.886111111111116,0.2666666666666657
2051-06-01,2051-09-04,91,10000000,2.37617,38.61,1.78686,0.46,1.1352,28694.77,0.526159,0.0,15098.0,15098.0,1,27.405555555555555,27.141666666666666,0.2638888888888893
2051-08-31,2051-12-04,91,10000000,2.37617,38.69,1.78681,0.46,1.1416,28857.17,0.523732,0.0,15113.41,15113.41,1,27.65833333333333,27.39444444444445,0.2638888888888893
2051-11-30,2052-03-04,91,10000000,2.37617,38.76,1.78681,0.46,1.148,29019.83,0.521315,0.0,15128.48,15128.48,1,27.91111111111111,27.647222222222226,0.2638888888888893
2052-02-29,2052-06-03,91,10000000,2.37617,38.83,1.78686,0.45,1.1545,29182.59,0.51891,0.0,15143.15,15143.15,1,28.163888888888888,27.9,0.2638888888888893
2052-05-30,2052-09-03,92,10000000,2.37617,38.91,1.78686,0.45,1.1608,29665.52,0.51649,0.0,15321.95,15321.95,1,28.419444444444444,28.15277777777778,0.2666666666666657
2052-08-30,2052-12-03,91,10000000,2.37617,38.99,1.78681,0.45,1.1672,29504.67,0.514107,0.0,15168.57,15168.57,1,28.67222222222222,28.40833333333333,0.2638888888888857
2052-11-29,2053-03-03,90,10000000,2.37617,39.06,1.78677,0.45,1.1735,29338.06,0.511762,0.0,15014.1,15014.1,1,28.92222222222222,28.66111111111111,0.2611111111111093
2053-02-27,2053-06-03,92,10000000,2.37617,39.14,1.78686,0.44,1.1798,30150.01,0.509375,0.0,15357.66,15357.66,1,29.177777777777777,28.91111111111111,0.2666666666666657
2053-05-30,2053-09-03,92,10000000,2.37617,39.22,1.78686,0.44,1.1861,30311.77,0.506999,0.0,15368.05,15368.05,1,29.433333333333334,29.166666666666668,0.2666666666666657
2053-09-01,2053-12-03,91,10000000,2.37617,39.3,1.78681,0.44,1.1925,30144.71,0.50466,0.0,15212.84,15212.84,1,29.68611111111111,29.427777777777777,0.2583333333333328
