Expiry,Pay Date,Days,Notional,CapStrike,CapVols,Reset Rate,Hedge Ratio,Equiv. Coupon,Payment,Discount,Intrinsic PV,Time PV,PV,cap_id,T_i,T_iM1,tau_i
2053-12-01,2054-03-03,90,10000000,2.1,42.28,1.78677,0.43,1.2978,32444.64,0.502358,0.0,16298.81,16298.81,2,29.93611111111111,29.68055555555556,0.2555555555555528
2054-02-27,2054-06-03,92,10000000,2.1,42.38,1.78686,0.43,1.3038,33318.28,0.500015,0.0,16659.63,16659.63,2,30.191666666666663,29.925,0.2666666666666657
2054-06-01,2054-09-03,92,10000000,2.1,42.19,1.78686,0.43,1.3036,33315.06,0.497683,0.0,16580.33,16580.33,2,30.447222222222223,30.18611111111111,0.2611111111111128
2024-08-30,2024-12-03,91,10000000,2.5,,3.49,0.0,0.99,25025.0,0.991428,24810.5,0.0,24810.5,3,0.2638888888888889,0.0,0.2638888888888889
2024-11-29,2025-03-03,90,10000000,2.5,25.78,3.09406,0.96,0.6005,15013.67,0.983946,14613.03,159.6,14772.63,3,0.5138888888888888,0.2527777777777777,0.261111111111111
2025-02-27,2025-06-03,92,10000000,2.5,26.48,2.67656,0.67,0.2913,7443.34,0.977475,4410.45,2865.23,7275.68,3,0.7694444444444445,0.5027777777777778,0.2666666666666667
2025-05-30,2025-09-03,92,10000000,2.5,28.07,2.3779,0.46,0.1779,4546.13,0.971753,0.0,4417.71,4417.71,3,1.025,0.7583333333333333,0.2666666666666666
2025-09-01,2025-12-03,91,10000000,2.5,33.94,2.25349,0.44,0.2109,5330.09,0.966554,0.0,5151.82,5151.82,3,1.2777777777777777,1.0194444444444444,0.2583333333333333
2025-12-01,2026-03-03,90,10000000,2.5,34.86,2.17676,0.43,0.2211,5528.25,0.96144,0.0,5315.08,5315.08,3,1.5277777777777777,1.272222222222222,0.2555555555555555
2026-02-27,2026-06-03,92,10000000,2.5,38.85,2.14709,0.46,0.2802,7159.87,0.956425,0.0,6847.88,6847.88,3,1.7833333333333334,1.5166666666666666,0.2666666666666668
2026-06-01,2026-09-03,92,10000000,2.5,39.16,2.14039,0.48,0.3141,8026.04,0.95144,0.0,7636.29,7636.29,3,2.0388888888888888,1.7777777777777777,0.261111111111111
2026-09-01,2026-12-03,91,10000000,2.5,40.23,2.22596,0.52,0.4022,10166.83,0.946437,0.0,9622.26,9622.26,3,2.2916666666666665,2.033333333333333,0.2583333333333333
2026-12-01,2027-03-03,90,10000000,2.5,40.14,2.24025,0.53,0.4392,10980.93,0.941515,0.0,10338.71,10338.71,3,2.5416666666666665,2.286111111111111,0.2555555555555555
2027-03-01,2027-06-03,92,10000000,2.5,40.21,2.24039,0.54,0.4687,11978.72,0.93651,0.0,11218.19,11218.19,3,2.797222222222222,2.536111111111111,0.261111111111111
2027-06-01,2027-09-03,92,10000000,2.5,40.05,2.24039,0.55,0.4941,12627.96,0.931531,0.0,11763.34,11763.34,3,3.0527777777777776,2.7916666666666665,0.261111111111111
2027-09-01,2027-12-03,91,10000000,2.5,39.6,2.26684,0.56,0.5288,13366.59,0.926429,0.0,12383.2,12383.2,3,3.305555555555556,3.047222222222222,0.2583333333333333
2027-12-01,2028-03-03,91,10000000,2.5,39.66,2.26684,0.57,0.5545,14016.28,0.921348,0.0,12913.88,12913.88,3,3.558333333333333,3.3,0.2583333333333333
2028-03-01,2028-06-05,94,10000000,2.5,39.73,2.26705,0.57,0.5794,15129.01,0.916129,0.0,13860.13,13860.13,3,3.8194444444444446,3.5527777777777776,0.266666666666667
2028-06-01,2028-09-04,91,10000000,2.5,39.58,2.26777,0.58,0.6004,15176.16,0.911105,0.0,13827.08,13827.08,3,4.072222222222222,3.808333333333333,0.2638888888888888
2028-08-31,2028-12-04,91,10000000,2.5,38.56,2.34563,0.59,0.652,16480.68,0.905943,0.0,14930.56,14930.56,3,4.325,4.061111111111111,0.2638888888888893
2028-11-30,2029-03-05,91,10000000,2.5,38.57,2.34563,0.59,0.6733,17020.7,0.900809,0.0,15332.4,15332.4,3,4.5777777777777775,4.313888888888889,0.2638888888888884
2029-03-01,2029-06-04,91,10000000,2.5,38.63,2.3457,0.6,0.695,17567.53,0.895704,0.0,15735.3,15735.3,3,4.830555555555556,4.566666666666666,0.2638888888888893
2029-05-31,2029-09-03,91,10000000,2.5,38.57,2.34578,0.6,0.7136,18039.25,0.890627,0.0,16066.24,16066.24,3,5.083333333333333,4.819444444444445,0.2638888888888884
2029-08-30,2029-12-03,91,10000000,2.5,38.42,2.35242,0.6,0.7342,18558.11,0.885442,0.0,16432.13,16432.13,3,5.336111111111111,5.072222222222222,0.2638888888888893
2029-11-29,2030-03-04,91,10000000,2.5,38.47,2.35242,0.6,0.7538,19054.44,0.880286,0.0,16773.35,16773.35,3,5.588888888888889,5.325,0.2638888888888884
2030-02-28,2030-06-03,91,10000000,2.5,38.53,2.3525,0.6,0.7732,19545.05,0.875159,0.0,17105.04,17105.04,3,5.841666666666667,5.5777777777777775,0.2638888888888893
2030-05-30,2030-09-03,92,10000000,2.5,38.1,2.3525,0.6,0.7817,19978.0,0.870007,0.0,17381.0,17381.0,3,6.097222222222222,5.830555555555556,0.2666666666666666
2030-08-30,2030-12-03,91,10000000,2.5,35.88,2.53234,0.62,0.8704,22001.89,0.864736,706.89,18318.93,19025.82,3,6.35,6.086111111111111,0.2638888888888884
2030-11-29,2031-03-03,90,10000000,2.5,35.84,2.53225,0.62,0.8858,22144.17,0.859552,693.02,18341.04,19034.05,3,6.6,6.338888888888889,0.261111111111111
2031-02-27,2031-06-03,92,10000000,2.5,35.89,2.53243,0.62,0.9029,23073.24,0.854284,707.96,19003.15,19711.11,3,6.855555555555555,6.588888888888889,0.2666666666666666
2031-05-30,2031-09-03,92,10000000,2.5,35.9,2.53243,0.62,0.919,23484.93,0.849049,703.62,19236.24,19939.87,3,7.111111111111111,6.844444444444444,0.2666666666666666
2031-09-01,2031-12-03,91,10000000,2.5,35.67,2.55681,0.62,0.9463,23921.25,0.843766,1211.65,18972.3,20183.94,3,7.363888888888889,7.105555555555555,0.2583333333333337
2031-12-01,2032-03-03,91,10000000,2.5,35.72,2.55681,0.62,0.9624,24327.14,0.838515,1204.11,19194.56,20398.67,3,7.616666666666666,7.358333333333333,0.2583333333333328
2032-03-01,2032-06-03,92,10000000,2.5,35.77,2.5569,0.62,0.9784,25002.5,0.833239,1211.61,19621.44,20833.05,3,7.872222222222222,7.611111111111111,0.261111111111111
2032-06-01,2032-09-03,92,10000000,2.5,35.56,2.5569,0.62,0.9878,25244.35,0.827996,1203.99,19698.23,20902.21,3,8.127777777777778,7.866666666666666,0.2611111111111119
2032-09-01,2032-12-03,91,10000000,2.5,34.54,2.64637,0.62,1.039,26263.17,0.822656,3043.68,18561.87,21605.54,3,8.380555555555556,8.122222222222222,0.2583333333333346
2032-12-01,2033-03-03,90,10000000,2.5,34.57,2.64627,0.62,1.0535,26338.1,0.817402,2989.02,18539.8,21528.82,3,8.630555555555556,8.375,0.2555555555555564
2033-03-01,2033-06-03,92,10000000,2.5,34.61,2.64646,0.62,1.0681,27296.76,0.812066,3039.53,19127.24,22166.77,3,8.886111111111111,8.625,0.261111111111111
2033-06-01,2033-09-05,94,10000000,2.5,34.19,2.64666,0.61,1.0704,27948.56,0.80665,3088.98,19455.73,22544.71,3,9.147222222222222,8.880555555555556,0.2666666666666657
2033-09-01,2033-12-05,91,10000000,2.5,33.28,2.70719,0.62,1.1019,27853.74,0.801287,4196.68,18122.16,22318.84,3,9.4,9.136111111111113,0.2638888888888893
2033-12-01,2034-03-03,88,10000000,2.5,33.28,2.70719,0.61,1.1145,27242.71,0.796133,4032.22,17656.59,21688.81,3,9.644444444444444,9.38888888888889,0.2555555555555546
2034-03-01,2034-06-05,94,10000000,2.5,33.31,2.7075,0.61,1.1279,29450.16,0.790664,4283.85,19001.33,23285.18,3,9.905555555555557,9.63888888888889,0.2666666666666657
2034-06-01,2034-09-04,91,10000000,2.5,32.98,2.70801,0.61,1.1311,28592.11,0.785405,4129.78,18326.61,22456.39,3,10.158333333333331,9.894444444444444,0.2638888888888893
2034-08-31,2034-12-04,91,10000000,2.5,32.13,2.77328,0.61,1.1658,29468.47,0.780145,5389.18,17600.49,22989.66,3,10.411111111111111,10.147222222222222,0.2638888888888893
2034-11-30,2035-03-05,91,10000000,2.5,32.12,2.77328,0.61,1.1772,29757.81,0.774919,5353.08,17706.81,23059.89,3,10.66388888888889,10.4,0.2638888888888893
2035-03-01,2035-06-04,91,10000000,2.5,32.16,2.77339,0.6,1.1898,30074.45,0.769728,5319.29,17829.85,23149.15,3,10.916666666666666,10.65277777777778,0.2638888888888875
2035-05-31,2035-09-03,91,10000000,2.5,32.22,2.77361,0.6,1.203,30410.33,0.764572,5288.01,17962.88,23250.89,3,11.169444444444444,10.905555555555557,0.2638888888888893
2035-08-30,2035-12-03,91,10000000,2.5,32.13,2.79398,0.6,1.2263,30998.47,0.759249,5642.11,17893.46,23535.57,3,11.422222222222222,11.158333333333331,0.2638888888888893
2035-11-29,2036-03-03,91,10000000,2.5,32.16,2.79398,0.6,1.2382,31297.99,0.753961,5602.81,17994.66,23597.47,3,11.675,11.411111111111111,0.2638888888888893
2036-02-28,2036-06-03,92,10000000,2.5,32.2,2.79409,0.59,1.2501,31947.38,0.748653,5626.57,18290.93,23917.49,3,11.930555555555555,11.66388888888889,0.2666666666666657
2036-05-30,2036-09-03,92,10000000,2.5,31.21,2.79409,0.59,1.2303,31441.28,0.743382,5586.95,17785.92,23372.87,3,12.186111111111112,11.919444444444444,0.2666666666666675
2036-09-01,2036-12-03,91,10000000,2.5,30.64,2.72977,0.58,1.1758,29721.24,0.738255,4287.85,17654.01,21941.85,3,12.438888888888888,12.180555555555555,0.2583333333333328
2036-12-01,2037-03-03,90,10000000,2.5,30.66,2.72967,0.58,1.1862,29655.64,0.73322,4209.91,17534.2,21744.11,3,12.688888888888888,12.433333333333334,0.2555555555555546
2037-02-27,2037-06-03,92,10000000,2.5,30.69,2.72987,0.58,1.1967,30583.58,0.728109,4277.31,17990.87,22268.18,3,12.944444444444445,12.677777777777775,0.2666666666666675
2037-06-01,2037-09-03,92,10000000,2.5,30.73,2.72987,0.58,1.2078,30864.83,0.723034,4247.5,18068.81,22316.31,3,13.2,12.938888888888888,0.261111111111111
2037-09-01,2037-12-03,91,10000000,2.5,30.76,2.72977,0.57,1.2184,30798.28,0.718048,4170.48,17944.16,22114.64,3,13.452777777777778,13.194444444444445,0.2583333333333328
2037-12-01,2038-03-03,90,10000000,2.5,30.79,2.72967,0.57,1.2288,30720.22,0.713151,4094.68,17813.47,21908.16,3,13.702777777777778,13.447222222222225,0.2555555555555546
2038-03-01,2038-06-03,92,10000000,2.5,30.82,2.72987,0.57,1.2391,31666.9,0.70818,4160.24,18265.62,22425.86,3,13.958333333333334,13.697222222222225,0.261111111111111
2038-06-01,2038-09-03,92,10000000,2.5,30.86,2.72987,0.56,1.2495,31932.52,0.703243,4131.23,18325.09,22456.32,3,14.213888888888889,13.952777777777778,0.261111111111111
2038-09-01,2038-12-03,91,10000000,2.5,30.89,2.72977,0.56,1.2597,31843.65,0.698394,4056.33,18183.08,22239.41,3,14.466666666666669,14.208333333333334,0.2583333333333328
2038-12-01,2039-03-03,90,10000000,2.5,30.92,2.72967,0.56,1.2698,31744.87,0.693631,3982.61,18036.62,22019.23,3,14.716666666666669,14.46111111111111,0.2555555555555564
2039-03-01,2039-06-03,92,10000000,2.5,30.96,2.72987,0.55,1.2798,32706.15,0.688796,4046.36,18481.49,22527.86,3,14.97222222222222,14.71111111111111,0.261111111111111
2039-06-01,2039-09-05,94,10000000,2.5,30.43,2.73008,0.55,1.2711,33190.3,0.68389,4108.57,18589.95,22698.52,3,15.233333333333333,14.966666666666669,0.2666666666666657
2039-09-01,2039-12-05,91,10000000,2.5,31.85,2.4846,0.55,1.1455,28955.89,0.679716,0.0,19681.79,19681.79,3,15.48611111111111,15.22222222222222,0.2638888888888893
2039-12-01,2040-03-05,91,10000000,2.5,31.96,2.4846,0.55,1.1572,29252.18,0.675573,0.0,19762.0,19762.0,3,15.738888888888887,15.475,0.2638888888888893
2040-03-01,2040-06-04,91,10000000,2.5,32.0,2.48468,0.54,1.1668,29493.4,0.671456,0.0,19803.52,19803.52,3,15.991666666666667,15.727777777777778,0.2638888888888893
2040-05-31,2040-09-03,91,10000000,2.5,32.03,2.48468,0.54,1.1762,29731.09,0.667364,0.0,19841.45,19841.45,3,16.244444444444444,15.980555555555556,0.2638888888888875
2040-08-30,2040-12-03,91,10000000,2.5,32.07,2.4846,0.54,1.1854,29965.31,0.663296,0.0,19875.88,19875.88,3,16.497222222222224,16.233333333333334,0.2638888888888893
2040-11-29,2041-03-04,91,10000000,2.5,32.11,2.4846,0.54,1.1947,30199.34,0.659254,0.0,19909.03,19909.03,3,16.75,16.48611111111111,0.2638888888888893
2041-02-28,2041-06-03,91,10000000,2.5,32.14,2.48468,0.53,1.204,30433.24,0.655236,0.0,19940.95,19940.95,3,17.002777777777776,16.738888888888887,0.2638888888888893
2041-05-30,2041-09-03,92,10000000,2.5,32.18,2.48468,0.53,1.213,30999.98,0.651199,0.0,20187.14,20187.14,3,17.258333333333333,16.991666666666667,0.2666666666666657
2041-08-30,2041-12-03,91,10000000,2.5,32.22,2.4846,0.53,1.2221,30893.21,0.64723,0.0,19995.0,19995.0,3,17.511111111111113,17.247222222222224,0.2638888888888893
2041-11-29,2042-03-03,90,10000000,2.5,32.26,2.48451,0.52,1.2311,30777.59,0.643328,0.0,19800.09,19800.09,3,17.761111111111113,17.5,0.2611111111111128
2042-02-27,2042-06-03,92,10000000,2.5,32.3,2.48468,0.52,1.24,31689.19,0.639364,0.0,20260.94,20260.94,3,18.016666666666666,17.75,0.2666666666666657
2042-05-30,2042-09-03,92,10000000,2.5,32.33,2.48468,0.52,1.249,31917.8,0.635425,0.0,20281.36,20281.36,3,18.272222222222226,18.005555555555556,0.2666666666666657
2042-09-01,2042-12-03,91,10000000,2.5,32.37,2.4846,0.51,1.258,31799.34,0.631552,0.0,20082.94,20082.94,3,18.525,18.266666666666666,0.2583333333333328
2042-12-01,2043-03-03,90,10000000,2.5,32.41,2.48451,0.51,1.2667,31667.46,0.627745,0.0,19879.09,19879.09,3,18.775,18.51944444444445,0.2555555555555528
2043-02-27,2043-06-03,92,10000000,2.5,32.45,2.48468,0.51,1.2752,32587.7,0.623877,0.0,20330.73,20330.73,3,19.030555555555555,18.76388888888889,0.2666666666666657
2043-06-01,2043-09-03,92,10000000,2.5,32.49,2.48468,0.51,1.2841,32814.95,0.620033,0.0,20346.36,20346.36,3,19.28611111111111,19.025,0.2611111111111128
2043-09-01,2043-12-03,91,10000000,2.5,32.53,2.4846,0.5,1.2927,32676.62,0.616254,0.0,20137.12,20137.12,3,19.538888888888888,19.280555555555555,0.2583333333333328
2043-12-01,2044-03-03,91,10000000,2.5,32.57,2.4846,0.5,1.3012,32891.78,0.612499,0.0,20146.17,20146.17,3,19.791666666666668,19.53333333333333,0.2583333333333328
2044-03-01,2044-06-03,92,10000000,2.5,32.61,2.48468,0.5,1.3097,33470.23,0.608725,0.0,20374.15,20374.15,3,20.04722222222222,19.78611111111111,0.2611111111111093
2044-06-01,2044-09-05,94,10000000,2.5,31.63,2.48486,0.49,1.2831,33503.96,0.604893,0.0,20266.3,20266.3,3,20.308333333333334,20.041666666666668,0.2666666666666657
2044-09-01,2044-12-05,91,10000000,2.5,35.33,2.02202,0.51,1.0606,26808.6,0.601807,0.0,16133.62,16133.62,3,20.56111111111111,20.29722222222222,0.2638888888888893
2044-12-01,2045-03-03,88,10000000,2.5,35.59,2.02202,0.51,1.0742,26258.93,0.598845,0.0,15725.03,15725.03,3,20.80555555555556,20.55,0.2555555555555564
2045-03-01,2045-06-05,94,10000000,2.5,35.64,2.02219,0.51,1.0821,28253.65,0.595697,0.0,16830.61,16830.61,3,21.066666666666663,20.8,0.2666666666666657
2045-06-01,2045-09-04,91,10000000,2.5,35.69,2.02208,0.5,1.0899,27550.96,0.592665,0.0,16328.5,16328.5,3,21.319444444444443,21.05555555555556,0.2638888888888857
2045-08-31,2045-12-04,91,10000000,2.5,35.74,2.02202,0.5,1.0977,27746.71,0.589649,0.0,16360.81,16360.81,3,21.572222222222223,21.308333333333334,0.2638888888888893
2045-11-30,2046-03-05,91,10000000,2.5,35.8,2.02202,0.5,1.1054,27942.44,0.586648,0.0,16392.37,16392.37,3,21.825,21.56111111111111,0.2638888888888893
2046-03-01,2046-06-04,91,10000000,2.5,35.85,2.02208,0.5,1.1132,28138.14,0.583662,0.0,16423.16,16423.16,3,22.07777777777778,21.81388888888889,0.2638888888888893
2046-05-31,2046-09-03,91,10000000,2.5,35.91,2.02208,0.49,1.1208,28331.65,0.580691,0.0,16451.94,16451.94,3,22.33055555555556,22.066666666666663,0.2638888888888893
2046-08-30,2046-12-03,91,10000000,2.5,35.96,2.02202,0.49,1.1284,28522.99,0.577736,0.0,16478.75,16478.75,3,22.58333333333333,22.319444444444443,0.2638888888888893
2046-11-29,2047-03-04,91,10000000,2.5,36.02,2.02202,0.49,1.136,28714.38,0.574795,0.0,16504.89,16504.89,3,22.836111111111112,22.572222222222223,0.2638888888888893
2047-02-28,2047-06-03,91,10000000,2.5,36.08,2.02208,0.49,1.1435,28905.83,0.57187,0.0,16530.37,16530.37,3,23.08888888888889,22.825,0.2638888888888893
2047-05-30,2047-09-03,92,10000000,2.5,36.13,2.02208,0.48,1.151,29414.25,0.568927,0.0,16734.57,16734.57,3,23.344444444444445,23.07777777777778,0.2666666666666657
2047-08-30,2047-12-03,91,10000000,2.5,36.19,2.02202,0.48,1.1585,29284.22,0.566032,0.0,16575.79,16575.79,3,23.59722222222222,23.33333333333333,0.2638888888888893
2048-02-28,2048-06-03,92,10000000,2.5,36.31,2.02208,0.48,1.1733,29984.33,0.560253,0.0,16798.81,16798.81,3,24.105555555555554,23.83888888888889,0.2666666666666657
2048-06-01,2048-09-03,92,10000000,2.5,36.37,2.02208,0.47,1.1809,30177.54,0.55737,0.0,16820.07,16820.07,3,24.36111111111111,24.1,0.2611111111111093
2048-09-01,2048-12-03,91,10000000,2.5,36.43,2.02202,0.47,1.1882,30036.02,0.554534,0.0,16655.98,16655.98,3,24.613888888888887,24.355555555555554,0.2583333333333328
2048-12-01,2049-03-03,90,10000000,2.5,36.49,2.02196,0.47,1.1955,29886.78,0.551742,0.0,16489.8,16489.8,3,24.863888888888887,24.60833333333333,0.2555555555555528
2049-03-01,2049-06-03,92,10000000,2.5,36.54,2.02208,0.46,1.2026,30733.57,0.548903,0.0,16869.75,16869.75,3,25.119444444444444,24.85833333333333,0.2611111111111093
2049-06-01,2049-09-03,92,10000000,2.5,35.17,2.02208,0.46,1.1671,29825.66,0.546079,0.0,16287.16,16287.16,3,25.375,25.113888888888887,0.2611111111111128
2049-09-01,2049-12-03,91,10000000,2.5,37.14,1.78681,0.48,1.0468,26460.2,0.543551,0.0,14382.47,14382.47,3,25.627777777777776,25.369444444444444,0.2583333333333328
2047-11-29,2048-03-03,91,10000000,2.5,36.25,2.02202,0.48,1.1659,29471.57,0.563151,0.0,16596.94,16596.94,3,23.85,23.586111111111112,0.2638888888888893
2049-12-01,2050-03-03,90,10000000,2.5,37.23,1.78677,0.47,1.0541,26352.78,0.541071,0.0,14258.72,14258.72,3,25.877777777777776,25.622222222222224,0.2555555555555528
2050-03-01,2050-06-03,92,10000000,2.5,37.29,1.78686,0.47,1.0608,27108.08,0.538547,0.0,14598.99,14598.99,3,26.133333333333333,25.872222222222224,0.2611111111111093
2050-06-01,2050-09-05,94,10000000,2.5,37.36,1.78695,0.47,1.0674,27872.29,0.535981,0.0,14939.02,14939.02,3,26.39444444444445,26.127777777777776,0.2666666666666692
2050-09-01,2050-12-05,91,10000000,2.5,37.42,1.78681,0.47,1.074,27149.34,0.533509,0.0,14484.41,14484.41,3,26.647222222222226,26.383333333333333,0.2638888888888893
2050-12-01,2051-03-03,88,10000000,2.5,37.49,1.78681,0.46,1.0807,26416.46,0.531128,0.0,14030.53,14030.53,3,26.891666666666666,26.636111111111116,0.2555555555555528
2051-03-01,2051-06-05,94,10000000,2.5,37.56,1.78695,0.46,1.0872,28386.76,0.528597,0.0,15005.17,15005.17,3,27.15277777777778,26.886111111111116,0.2666666666666657
2051-06-01,2051-09-04,91,10000000,2.5,37.62,1.78686,0.46,1.0937,27646.11,0.526159,0.0,14546.24,14546.24,3,27.405555555555555,27.141666666666666,0.2638888888888893
2051-08-31,2051-12-04,91,10000000,2.5,37.69,1.78681,0.46,1.1001,27808.87,0.523732,0.0,14564.38,14564.38,3,27.65833333333333,27.39444444444445,0.2638888888888893
2051-11-30,2052-03-04,91,10000000,2.5,37.76,1.78681,0.45,1.1066,27971.87,0.521315,0.0,14582.17,14582.17,3,27.91111111111111,27.647222222222226,0.2638888888888893
2052-02-29,2052-06-03,91,10000000,2.5,37.83,1.78686,0.45,1.113,28134.98,0.51891,0.0,14599.53,14599.53,3,28.163888888888888,27.9,0.2638888888888893
2052-05-30,2052-09-03,92,10000000,2.5,37.9,1.78686,0.45,1.1194,28606.77,0.51649,0.0,14775.12,14775.12,3,28.419444444444444,28.15277777777778,0.2666666666666657
2052-08-30,2052-12-03,91,10000000,2.5,37.97,1.78681,0.45,1.1258,28457.82,0.514107,0.0,14630.38,14630.38,3,28.67222222222222,28.40833333333333,0.2638888888888857
2052-11-29,2053-03-03,90,10000000,2.5,38.04,1.78677,0.44,1.1321,28303.11,0.511762,0.0,14484.45,14484.45,3,28.92222222222222,28.66111111111111,0.2611111111111093
2053-02-27,2053-06-03,92,10000000,2.5,38.11,1.78686,0.44,1.1384,29092.41,0.509375,0.0,14818.95,14818.95,3,29.177777777777777,28.91111111111111,0.2666666666666657
2053-05-30,2053-09-03,92,10000000,2.5,38.18,1.78686,0.44,1.1447,29254.57,0.506999,0.0,14832.04,14832.04,3,29.433333333333334,29.166666666666668,0.2666666666666657
2053-09-01,2053-12-03,91,10000000,2.5,38.25,1.78681,0.43,1.1512,29099.42,0.50466,0.0,14685.32,14685.32,3,29.68611111111111,29.427777777777777,0.2583333333333328
2053-12-01,2054-03-03,90,10000000,2.5,38.33,1.78677,0.43,1.1574,28935.14,0.502358,0.0,14535.79,14535.79,3,29.93611111111111,29.68055555555556,0.2555555555555528
2054-02-27,2054-06-03,92,10000000,2.5,38.4,1.78686,0.43,1.1634,29732.39,0.500015,0.0,14866.64,14866.64,3,30.191666666666663,29.925,0.2666666666666657
2054-06-01,2054-09-03,92,10000000,2.5,38.21,1.78686,0.42,1.1628,29714.97,0.497683,0.0,14788.63,14788.63,3,30.447222222222223,30.18611111111111,0.2611111111111128
